time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magNst,status,locationSource,magSource
,-19.34241,-77.93814,,,,,,,,,,,,,,,,,
,-18.65121,-79.79283,,,,,,,,,,,,,,,,,
,-18.09585,-79.75848,,,,,,,,,,,,,,,,,
,-18.57573,-79.70983,,,,,,,,,,,,,,,,,
,-18.56815,-79.71376,,,,,,,,,,,,,,,,,
,-18.78495,-79.74591,,,,,,,,,,,,,,,,,
,-18.71771,-79.78645,,,,,,,,,,,,,,,,,
,-18.70896,-79.79142,,,,,,,,,,,,,,,,,
,-18.66618,-79.81036,,,,,,,,,,,,,,,,,
,-18.75208,-79.64626,,,,,,,,,,,,,,,,,
,-18.07468,-79.766,,,,,,,,,,,,,,,,,
,-17.93713,-79.87533,,,,,,,,,,,,,,,,,
,-17.88596,-79.88743,,,,,,,,,,,,,,,,,
,-18.25837,-79.26375,,,,,,,,,,,,,,,,,
,-18.62703,-79.67127,,,,,,,,,,,,,,,,,
,-18.77685,-79.74743,,,,,,,,,,,,,,,,,
,-18.71498,-79.7891,,,,,,,,,,,,,,,,,
,-18.66425,-79.81167,,,,,,,,,,,,,,,,,
,-19.09365,-80.06282,,,,,,,,,,,,,,,,,
,-18.06808,-79.76538,,,,,,,,,,,,,,,,,
,-18.63406,-79.66818,,,,,,,,,,,,,,,,,
,-18.65692,-80.11645,,,,,,,,,,,,,,,,,
,-18.6547,-80.11983,,,,,,,,,,,,,,,,,
,-18.74123,-79.6554,,,,,,,,,,,,,,,,,
,-18.73575,-79.6576,,,,,,,,,,,,,,,,,
,-17.8412,-79.7634,,,,,,,,,,,,,,,,,
,-18.15442,-79.65948,,,,,,,,,,,,,,,,,
,-18.25551,-79.61956,,,,,,,,,,,,,,,,,
,-18.69378,-79.6404,,,,,,,,,,,,,,,,,
,-17.92943,-79.71138,,,,,,,,,,,,,,,,,
,-18.29981,-80.46668,,,,,,,,,,,,,,,,,
,-18.60767,-78.84533,,,,,,,,,,,,,,,,,
,-20.43144,-74.97241,,,,,,,,,,,,,,,,,
,-20.4292,-74.974,,,,,,,,,,,,,,,,,
,-20.42994,-74.97587,,,,,,,,,,,,,,,,,
,-20.43017,-74.97427,,,,,,,,,,,,,,,,,
,-19.65307,-77.95806,,,,,,,,,,,,,,,,,
,-19.64759,-77.9647,,,,,,,,,,,,,,,,,
,-18.84704,-79.62592,,,,,,,,,,,,,,,,,
,-18.82092,-79.70361,,,,,,,,,,,,,,,,,
,-18.79828,-79.72513,,,,,,,,,,,,,,,,,
,-18.79144,-79.74525,,,,,,,,,,,,,,,,,
,-18.77594,-79.75496,,,,,,,,,,,,,,,,,
,-18.74938,-79.7661,,,,,,,,,,,,,,,,,
,-18.74181,-79.77125,,,,,,,,,,,,,,,,,
,-19.19897,-79.66248,,,,,,,,,,,,,,,,,
,-17.87202,-79.73985,,,,,,,,,,,,,,,,,
,-17.9067,-79.70846,,,,,,,,,,,,,,,,,
,-18.30204,-80.46265,,,,,,,,,,,,,,,,,
,-18.53302,-79.06873,,,,,,,,,,,,,,,,,
,-19.08841,-79.2091,,,,,,,,,,,,,,,,,
,-19.08674,-79.209,,,,,,,,,,,,,,,,,
,-20.41447,-77.46751,,,,,,,,,,,,,,,,,
,-20.41739,-77.4689,,,,,,,,,,,,,,,,,
,-20.45054,-74.75491,,,,,,,,,,,,,,,,,
,-20.43004,-74.97338,,,,,,,,,,,,,,,,,
,-20.43019,-74.97492,,,,,,,,,,,,,,,,,
,-19.66476,-77.94613,,,,,,,,,,,,,,,,,
,-19.65984,-77.9497,,,,,,,,,,,,,,,,,
,-19.65744,-77.95195,,,,,,,,,,,,,,,,,
,-18.84439,-79.62641,,,,,,,,,,,,,,,,,
,-18.79639,-79.73959,,,,,,,,,,,,,,,,,
,-18.76924,-79.75591,,,,,,,,,,,,,,,,,
